2024-08-01 15:51:10,243 INFO    StreamThr :19488 [internal.py:wandb_internal():85] W&B internal server running at pid: 19488, started at: 2024-08-01 15:51:10.243538
2024-08-01 15:51:10,249 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: status
2024-08-01 15:51:10,261 INFO    WriterThread:19488 [datastore.py:open_for_write():87] open: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\run-ypjeb49z.wandb
2024-08-01 15:51:10,266 DEBUG   SenderThread:19488 [sender.py:send():379] send: header
2024-08-01 15:51:10,364 DEBUG   SenderThread:19488 [sender.py:send():379] send: run
2024-08-01 15:51:11,057 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: check_version
2024-08-01 15:51:11,057 INFO    SenderThread:19488 [dir_watcher.py:__init__():211] watching files in: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files
2024-08-01 15:51:11,057 INFO    SenderThread:19488 [sender.py:_start_run_threads():1188] run started: ypjeb49z with start time 1722523870.249816
2024-08-01 15:51:11,057 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: check_version
2024-08-01 15:51:11,346 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: run_start
2024-08-01 15:51:11,361 DEBUG   HandlerThread:19488 [system_info.py:__init__():26] System info init
2024-08-01 15:51:11,361 DEBUG   HandlerThread:19488 [system_info.py:__init__():41] System info init done
2024-08-01 15:51:11,361 INFO    HandlerThread:19488 [system_monitor.py:start():194] Starting system monitor
2024-08-01 15:51:11,361 INFO    SystemMonitor:19488 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-01 15:51:11,361 INFO    HandlerThread:19488 [system_monitor.py:probe():214] Collecting system info
2024-08-01 15:51:11,377 INFO    SystemMonitor:19488 [interfaces.py:start():188] Started cpu monitoring
2024-08-01 15:51:11,377 DEBUG   HandlerThread:19488 [system_info.py:probe():152] Probing system
2024-08-01 15:51:11,377 INFO    SystemMonitor:19488 [interfaces.py:start():188] Started disk monitoring
2024-08-01 15:51:11,392 INFO    SystemMonitor:19488 [interfaces.py:start():188] Started memory monitoring
2024-08-01 15:51:11,408 INFO    SystemMonitor:19488 [interfaces.py:start():188] Started network monitoring
2024-08-01 15:51:11,424 DEBUG   HandlerThread:19488 [system_info.py:_probe_git():137] Probing git
2024-08-01 15:51:11,657 DEBUG   HandlerThread:19488 [system_info.py:_probe_git():145] Probing git done
2024-08-01 15:51:11,657 DEBUG   HandlerThread:19488 [system_info.py:probe():200] Probing system done
2024-08-01 15:51:11,657 DEBUG   HandlerThread:19488 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19044-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-08-01T14:51:11.377346', 'startedAt': '2024-08-01T14:51:10.213464', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\Dev\\AI Projects\\Skip-Gram-Implementation\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/goneyacine/Skip-Gram-Implementation.git', 'commit': '221b2aca08e221268723e47b50cde9ba5cdd1ece'}, 'email': 'goneyacine@gmail.com', 'root': 'D:/Dev/AI Projects/Skip-Gram-Implementation', 'host': 'LAPTOP-33QS219R', 'username': 'TMAX27', 'executable': 'D:\\Dev\\AI Projects\\Skip-Gram-Implementation\\.venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1400.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 1400.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 142.85937118530273, 'used': 87.35023880004883}}, 'memory': {'total': 6.937145233154297}}
2024-08-01 15:51:11,657 INFO    HandlerThread:19488 [system_monitor.py:probe():224] Finished collecting system info
2024-08-01 15:51:11,657 INFO    HandlerThread:19488 [system_monitor.py:probe():227] Publishing system info
2024-08-01 15:51:11,665 INFO    HandlerThread:19488 [system_monitor.py:probe():229] Finished publishing system info
2024-08-01 15:51:11,700 DEBUG   SenderThread:19488 [sender.py:send():379] send: files
2024-08-01 15:51:11,700 INFO    SenderThread:19488 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-01 15:51:12,008 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: python_packages
2024-08-01 15:51:12,008 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: python_packages
2024-08-01 15:51:12,008 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: stop_status
2024-08-01 15:51:12,008 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: stop_status
2024-08-01 15:51:12,008 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-01 15:51:12,066 INFO    Thread-16 :19488 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files\wandb-metadata.json
2024-08-01 15:51:12,066 INFO    Thread-16 :19488 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files\requirements.txt
2024-08-01 15:51:12,445 DEBUG   SenderThread:19488 [sender.py:send():379] send: telemetry
2024-08-01 15:51:12,555 INFO    wandb-upload_0:19488 [upload_job.py:push():130] Uploaded file C:\Users\TMAX27\AppData\Local\Temp\tmpca3vbc1nwandb\nhcy1ta5-wandb-metadata.json
2024-08-01 15:51:12,657 DEBUG   SenderThread:19488 [sender.py:send():379] send: exit
2024-08-01 15:51:12,657 INFO    SenderThread:19488 [sender.py:send_exit():586] handling exit code: 1
2024-08-01 15:51:12,657 INFO    SenderThread:19488 [sender.py:send_exit():588] handling runtime: 1
2024-08-01 15:51:12,659 INFO    SenderThread:19488 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-08-01 15:51:12,659 INFO    SenderThread:19488 [sender.py:send_exit():594] send defer
2024-08-01 15:51:12,659 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-01 15:51:12,659 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,659 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 0
2024-08-01 15:51:12,659 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 1
2024-08-01 15:51:12,659 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-01 15:51:12,659 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,659 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 1
2024-08-01 15:51:12,659 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 2
2024-08-01 15:51:12,659 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [system_monitor.py:finish():203] Stopping system monitor
2024-08-01 15:51:12,659 DEBUG   SystemMonitor:19488 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [interfaces.py:finish():200] Joined cpu monitor
2024-08-01 15:51:12,659 DEBUG   SystemMonitor:19488 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [interfaces.py:finish():200] Joined disk monitor
2024-08-01 15:51:12,659 DEBUG   SystemMonitor:19488 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-01 15:51:12,659 INFO    HandlerThread:19488 [interfaces.py:finish():200] Joined memory monitor
2024-08-01 15:51:12,667 INFO    HandlerThread:19488 [interfaces.py:finish():200] Joined network monitor
2024-08-01 15:51:12,667 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,667 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 2
2024-08-01 15:51:12,667 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 3
2024-08-01 15:51:12,667 DEBUG   SenderThread:19488 [sender.py:send():379] send: stats
2024-08-01 15:51:12,667 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,667 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-01 15:51:12,667 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,667 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 3
2024-08-01 15:51:12,667 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 4
2024-08-01 15:51:12,667 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,667 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-01 15:51:12,667 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,667 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 4
2024-08-01 15:51:12,667 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 5
2024-08-01 15:51:12,667 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,667 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-01 15:51:12,674 DEBUG   SenderThread:19488 [sender.py:send():379] send: summary
2024-08-01 15:51:12,674 INFO    SenderThread:19488 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-08-01 15:51:12,674 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,674 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 5
2024-08-01 15:51:12,674 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 6
2024-08-01 15:51:12,674 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:12,674 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-01 15:51:12,674 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:12,674 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 6
2024-08-01 15:51:12,682 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: status_report
2024-08-01 15:51:13,069 INFO    Thread-16 :19488 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files\output.log
2024-08-01 15:51:13,069 INFO    Thread-16 :19488 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files\wandb-summary.json
2024-08-01 15:51:13,660 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-01 15:51:13,764 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 7
2024-08-01 15:51:13,764 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: poll_exit
2024-08-01 15:51:13,764 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:13,764 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-01 15:51:13,764 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:13,764 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 7
2024-08-01 15:51:14,076 INFO    Thread-16 :19488 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files\config.yaml
2024-08-01 15:51:14,665 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-01 15:51:15,077 INFO    Thread-16 :19488 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_155110-ypjeb49z\files\output.log
2024-08-01 15:51:16,475 INFO    SenderThread:19488 [sender.py:transition_state():614] send defer: 8
2024-08-01 15:51:16,475 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: poll_exit
2024-08-01 15:51:16,475 DEBUG   HandlerThread:19488 [handler.py:handle_request():158] handle_request: defer
2024-08-01 15:51:16,475 INFO    HandlerThread:19488 [handler.py:handle_request_defer():184] handle defer: 8
2024-08-01 15:51:16,475 DEBUG   SenderThread:19488 [sender.py:send_request():406] send_request: defer
2024-08-01 15:51:16,475 INFO    SenderThread:19488 [sender.py:send_request_defer():610] handle sender defer: 8
2024-08-01 15:51:16,475 INFO    SenderThread:19488 [job_builder.py:build():440] Attempting to build job artifact
2024-08-01 15:51:16,475 INFO    SenderThread:19488 [job_builder.py:_get_source_type():569] is repo sourced job
2024-08-01 15:51:16,585 INFO    SenderThread:19488 [job_builder.py:build():545] adding wandb-job metadata file
