2024-08-01 13:41:57,819 INFO    StreamThr :7384 [internal.py:wandb_internal():85] W&B internal server running at pid: 7384, started at: 2024-08-01 13:41:57.819871
2024-08-01 13:41:57,819 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: status
2024-08-01 13:41:57,832 INFO    WriterThread:7384 [datastore.py:open_for_write():87] open: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\run-dvlz40d0.wandb
2024-08-01 13:41:57,832 DEBUG   SenderThread:7384 [sender.py:send():379] send: header
2024-08-01 13:41:57,924 DEBUG   SenderThread:7384 [sender.py:send():379] send: run
2024-08-01 13:41:58,615 INFO    SenderThread:7384 [dir_watcher.py:__init__():211] watching files in: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files
2024-08-01 13:41:58,615 INFO    SenderThread:7384 [sender.py:_start_run_threads():1188] run started: dvlz40d0 with start time 1722516117.819871
2024-08-01 13:41:58,630 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: check_version
2024-08-01 13:41:58,630 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: check_version
2024-08-01 13:41:59,283 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: run_start
2024-08-01 13:41:59,315 DEBUG   HandlerThread:7384 [system_info.py:__init__():26] System info init
2024-08-01 13:41:59,315 DEBUG   HandlerThread:7384 [system_info.py:__init__():41] System info init done
2024-08-01 13:41:59,315 INFO    HandlerThread:7384 [system_monitor.py:start():194] Starting system monitor
2024-08-01 13:41:59,315 INFO    SystemMonitor:7384 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-01 13:41:59,315 INFO    HandlerThread:7384 [system_monitor.py:probe():214] Collecting system info
2024-08-01 13:41:59,330 INFO    SystemMonitor:7384 [interfaces.py:start():188] Started cpu monitoring
2024-08-01 13:41:59,330 DEBUG   HandlerThread:7384 [system_info.py:probe():152] Probing system
2024-08-01 13:41:59,330 INFO    SystemMonitor:7384 [interfaces.py:start():188] Started disk monitoring
2024-08-01 13:41:59,346 INFO    SystemMonitor:7384 [interfaces.py:start():188] Started memory monitoring
2024-08-01 13:41:59,377 INFO    SystemMonitor:7384 [interfaces.py:start():188] Started network monitoring
2024-08-01 13:41:59,377 DEBUG   HandlerThread:7384 [system_info.py:_probe_git():137] Probing git
2024-08-01 13:41:59,580 DEBUG   HandlerThread:7384 [system_info.py:_probe_git():145] Probing git done
2024-08-01 13:41:59,580 DEBUG   HandlerThread:7384 [system_info.py:probe():200] Probing system done
2024-08-01 13:41:59,580 DEBUG   HandlerThread:7384 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19044-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-08-01T12:41:59.330756', 'startedAt': '2024-08-01T12:41:57.799155', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\Dev\\AI Projects\\Skip-Gram-Implementation\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/goneyacine/Skip-Gram-Implementation.git', 'commit': '221b2aca08e221268723e47b50cde9ba5cdd1ece'}, 'email': 'goneyacine@gmail.com', 'root': 'D:/Dev/AI Projects/Skip-Gram-Implementation', 'host': 'LAPTOP-33QS219R', 'username': 'TMAX27', 'executable': 'D:\\Dev\\AI Projects\\Skip-Gram-Implementation\\.venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1400.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 1400.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 142.85937118530273, 'used': 87.35251235961914}}, 'memory': {'total': 6.937145233154297}}
2024-08-01 13:41:59,580 INFO    HandlerThread:7384 [system_monitor.py:probe():224] Finished collecting system info
2024-08-01 13:41:59,580 INFO    HandlerThread:7384 [system_monitor.py:probe():227] Publishing system info
2024-08-01 13:41:59,580 INFO    HandlerThread:7384 [system_monitor.py:probe():229] Finished publishing system info
2024-08-01 13:41:59,627 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\wandb-metadata.json
2024-08-01 13:41:59,627 DEBUG   SenderThread:7384 [sender.py:send():379] send: files
2024-08-01 13:41:59,627 INFO    SenderThread:7384 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-01 13:41:59,957 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: python_packages
2024-08-01 13:41:59,957 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: python_packages
2024-08-01 13:41:59,957 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: stop_status
2024-08-01 13:41:59,957 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: stop_status
2024-08-01 13:41:59,957 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-01 13:42:00,631 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\requirements.txt
2024-08-01 13:42:00,939 DEBUG   SenderThread:7384 [sender.py:send():379] send: telemetry
2024-08-01 13:42:00,947 DEBUG   SenderThread:7384 [sender.py:send():379] send: exit
2024-08-01 13:42:00,947 INFO    SenderThread:7384 [sender.py:send_exit():586] handling exit code: 1
2024-08-01 13:42:00,947 INFO    SenderThread:7384 [sender.py:send_exit():588] handling runtime: 1
2024-08-01 13:42:00,955 INFO    SenderThread:7384 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-08-01 13:42:00,955 INFO    SenderThread:7384 [sender.py:send_exit():594] send defer
2024-08-01 13:42:00,955 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,955 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-01 13:42:00,955 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,955 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 0
2024-08-01 13:42:00,955 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 1
2024-08-01 13:42:00,955 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,955 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-01 13:42:00,955 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,955 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 1
2024-08-01 13:42:00,955 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 2
2024-08-01 13:42:00,955 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,955 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-01 13:42:00,955 INFO    HandlerThread:7384 [system_monitor.py:finish():203] Stopping system monitor
2024-08-01 13:42:00,955 DEBUG   SystemMonitor:7384 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-01 13:42:00,963 INFO    HandlerThread:7384 [interfaces.py:finish():200] Joined cpu monitor
2024-08-01 13:42:00,963 DEBUG   SystemMonitor:7384 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-01 13:42:00,963 INFO    HandlerThread:7384 [interfaces.py:finish():200] Joined disk monitor
2024-08-01 13:42:00,963 DEBUG   SystemMonitor:7384 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-01 13:42:00,963 INFO    HandlerThread:7384 [interfaces.py:finish():200] Joined memory monitor
2024-08-01 13:42:00,963 INFO    HandlerThread:7384 [interfaces.py:finish():200] Joined network monitor
2024-08-01 13:42:00,963 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,963 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 2
2024-08-01 13:42:00,963 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 3
2024-08-01 13:42:00,963 DEBUG   SenderThread:7384 [sender.py:send():379] send: stats
2024-08-01 13:42:00,963 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,963 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-01 13:42:00,971 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 3
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 4
2024-08-01 13:42:00,971 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,971 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-01 13:42:00,971 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 4
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 5
2024-08-01 13:42:00,971 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,971 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-01 13:42:00,971 DEBUG   SenderThread:7384 [sender.py:send():379] send: summary
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-08-01 13:42:00,971 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 5
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 6
2024-08-01 13:42:00,971 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:00,971 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-01 13:42:00,971 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:00,971 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 6
2024-08-01 13:42:00,979 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: status_report
2024-08-01 13:42:01,164 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 7
2024-08-01 13:42:01,165 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:01,165 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-01 13:42:01,165 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:01,165 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 7
2024-08-01 13:42:01,223 INFO    wandb-upload_0:7384 [upload_job.py:push():130] Uploaded file C:\Users\TMAX27\AppData\Local\Temp\tmpwuzn3hqwwandb\ytl8hw87-wandb-metadata.json
2024-08-01 13:42:01,347 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-01 13:42:01,647 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\config.yaml
2024-08-01 13:42:01,647 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\wandb-summary.json
2024-08-01 13:42:01,647 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_created():271] file/dir created: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\output.log
2024-08-01 13:42:03,666 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\output.log
2024-08-01 13:42:04,962 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 8
2024-08-01 13:42:04,962 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: poll_exit
2024-08-01 13:42:04,962 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:04,962 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 8
2024-08-01 13:42:04,962 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:04,962 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 8
2024-08-01 13:42:04,962 INFO    SenderThread:7384 [job_builder.py:build():440] Attempting to build job artifact
2024-08-01 13:42:04,962 INFO    SenderThread:7384 [job_builder.py:_get_source_type():569] is repo sourced job
2024-08-01 13:42:05,085 INFO    SenderThread:7384 [job_builder.py:build():545] adding wandb-job metadata file
2024-08-01 13:42:05,116 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 9
2024-08-01 13:42:05,116 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:05,116 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 9
2024-08-01 13:42:05,116 DEBUG   SenderThread:7384 [sender.py:send():379] send: artifact
2024-08-01 13:42:05,369 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-01 13:42:05,686 INFO    Thread-16 :7384 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\output.log
2024-08-01 13:42:06,016 INFO    SenderThread:7384 [sender.py:send_artifact():1530] sent artifact job-https___github.com_goneyacine_Skip-Gram-Implementation.git_main.py - {'id': 'QXJ0aWZhY3Q6MTA2NDQ1MjUyNQ==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjI4MDY5MzIxOA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTA3OTMzMzg3Ng==', 'versionIndex': 12}}}
2024-08-01 13:42:06,016 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:06,016 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 9
2024-08-01 13:42:06,016 INFO    SenderThread:7384 [dir_watcher.py:finish():358] shutting down directory watcher
2024-08-01 13:42:06,690 INFO    SenderThread:7384 [dir_watcher.py:finish():388] scan: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files
2024-08-01 13:42:06,693 INFO    SenderThread:7384 [dir_watcher.py:finish():402] scan save: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\config.yaml config.yaml
2024-08-01 13:42:06,693 INFO    SenderThread:7384 [dir_watcher.py:finish():402] scan save: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\output.log output.log
2024-08-01 13:42:06,697 INFO    SenderThread:7384 [dir_watcher.py:finish():402] scan save: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\requirements.txt requirements.txt
2024-08-01 13:42:06,697 INFO    SenderThread:7384 [dir_watcher.py:finish():402] scan save: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\wandb-metadata.json wandb-metadata.json
2024-08-01 13:42:06,697 INFO    SenderThread:7384 [dir_watcher.py:finish():402] scan save: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\wandb-summary.json wandb-summary.json
2024-08-01 13:42:06,705 INFO    SenderThread:7384 [sender.py:transition_state():614] send defer: 10
2024-08-01 13:42:06,705 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: poll_exit
2024-08-01 13:42:06,711 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: defer
2024-08-01 13:42:06,711 INFO    HandlerThread:7384 [handler.py:handle_request_defer():184] handle defer: 10
2024-08-01 13:42:06,711 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: defer
2024-08-01 13:42:06,711 INFO    SenderThread:7384 [sender.py:send_request_defer():610] handle sender defer: 10
2024-08-01 13:42:06,719 INFO    SenderThread:7384 [file_pusher.py:finish():169] shutting down file pusher
2024-08-01 13:42:07,278 INFO    wandb-upload_0:7384 [upload_job.py:push():130] Uploaded file D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\config.yaml
2024-08-01 13:42:07,392 DEBUG   HandlerThread:7384 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-01 13:42:07,392 DEBUG   SenderThread:7384 [sender.py:send_request():406] send_request: poll_exit
2024-08-01 13:42:07,486 INFO    wandb-upload_1:7384 [upload_job.py:push():130] Uploaded file D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\output.log
2024-08-01 13:42:07,645 INFO    wandb-upload_2:7384 [upload_job.py:push():130] Uploaded file D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\requirements.txt
2024-08-01 13:42:07,645 INFO    wandb-upload_3:7384 [upload_job.py:push():130] Uploaded file D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240801_134157-dvlz40d0\files\wandb-summary.json
