2024-08-04 09:57:36,631 INFO    StreamThr :15660 [internal.py:wandb_internal():85] W&B internal server running at pid: 15660, started at: 2024-08-04 09:57:36.630410
2024-08-04 09:57:36,633 DEBUG   HandlerThread:15660 [handler.py:handle_request():158] handle_request: status
2024-08-04 09:57:36,637 INFO    WriterThread:15660 [datastore.py:open_for_write():87] open: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240804_095736-194smwyt\run-194smwyt.wandb
2024-08-04 09:57:36,640 DEBUG   SenderThread:15660 [sender.py:send():379] send: header
2024-08-04 09:57:36,696 DEBUG   SenderThread:15660 [sender.py:send():379] send: run
2024-08-04 09:57:37,157 INFO    SenderThread:15660 [dir_watcher.py:__init__():211] watching files in: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240804_095736-194smwyt\files
2024-08-04 09:57:37,157 INFO    SenderThread:15660 [sender.py:_start_run_threads():1188] run started: 194smwyt with start time 1722761856.632402
2024-08-04 09:57:37,157 DEBUG   HandlerThread:15660 [handler.py:handle_request():158] handle_request: check_version
2024-08-04 09:57:37,157 DEBUG   SenderThread:15660 [sender.py:send_request():406] send_request: check_version
2024-08-04 09:57:37,422 DEBUG   HandlerThread:15660 [handler.py:handle_request():158] handle_request: run_start
2024-08-04 09:57:37,438 DEBUG   HandlerThread:15660 [system_info.py:__init__():26] System info init
2024-08-04 09:57:37,438 DEBUG   HandlerThread:15660 [system_info.py:__init__():41] System info init done
2024-08-04 09:57:37,438 INFO    HandlerThread:15660 [system_monitor.py:start():194] Starting system monitor
2024-08-04 09:57:37,438 INFO    SystemMonitor:15660 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-04 09:57:37,438 INFO    HandlerThread:15660 [system_monitor.py:probe():214] Collecting system info
2024-08-04 09:57:37,438 INFO    SystemMonitor:15660 [interfaces.py:start():188] Started cpu monitoring
2024-08-04 09:57:37,438 DEBUG   HandlerThread:15660 [system_info.py:probe():152] Probing system
2024-08-04 09:57:37,453 INFO    SystemMonitor:15660 [interfaces.py:start():188] Started disk monitoring
2024-08-04 09:57:37,453 INFO    SystemMonitor:15660 [interfaces.py:start():188] Started memory monitoring
