2024-08-04 09:57:57,544 INFO    StreamThr :20388 [internal.py:wandb_internal():85] W&B internal server running at pid: 20388, started at: 2024-08-04 09:57:57.529221
2024-08-04 09:57:57,546 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: status
2024-08-04 09:57:57,546 INFO    WriterThread:20388 [datastore.py:open_for_write():87] open: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240804_095757-zrunig02\run-zrunig02.wandb
2024-08-04 09:57:57,546 DEBUG   SenderThread:20388 [sender.py:send():379] send: header
2024-08-04 09:57:57,597 DEBUG   SenderThread:20388 [sender.py:send():379] send: run
2024-08-04 09:57:58,223 INFO    SenderThread:20388 [dir_watcher.py:__init__():211] watching files in: D:\Dev\AI Projects\Skip-Gram-Implementation\wandb\run-20240804_095757-zrunig02\files
2024-08-04 09:57:58,223 INFO    SenderThread:20388 [sender.py:_start_run_threads():1188] run started: zrunig02 with start time 1722761877.546424
2024-08-04 09:57:58,229 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: check_version
2024-08-04 09:57:58,229 DEBUG   SenderThread:20388 [sender.py:send_request():406] send_request: check_version
2024-08-04 09:57:58,391 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: run_start
2024-08-04 09:57:58,406 DEBUG   HandlerThread:20388 [system_info.py:__init__():26] System info init
2024-08-04 09:57:58,406 DEBUG   HandlerThread:20388 [system_info.py:__init__():41] System info init done
2024-08-04 09:57:58,406 INFO    HandlerThread:20388 [system_monitor.py:start():194] Starting system monitor
2024-08-04 09:57:58,406 INFO    SystemMonitor:20388 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-04 09:57:58,406 INFO    HandlerThread:20388 [system_monitor.py:probe():214] Collecting system info
2024-08-04 09:57:58,406 INFO    SystemMonitor:20388 [interfaces.py:start():188] Started cpu monitoring
2024-08-04 09:57:58,406 DEBUG   HandlerThread:20388 [system_info.py:probe():152] Probing system
2024-08-04 09:57:58,406 INFO    SystemMonitor:20388 [interfaces.py:start():188] Started disk monitoring
2024-08-04 09:57:58,422 INFO    SystemMonitor:20388 [interfaces.py:start():188] Started memory monitoring
2024-08-04 09:57:58,437 INFO    SystemMonitor:20388 [interfaces.py:start():188] Started network monitoring
2024-08-04 09:57:58,437 DEBUG   HandlerThread:20388 [system_info.py:_probe_git():137] Probing git
2024-08-04 09:57:58,537 DEBUG   HandlerThread:20388 [system_info.py:_probe_git():145] Probing git done
2024-08-04 09:57:58,537 DEBUG   HandlerThread:20388 [system_info.py:probe():200] Probing system done
2024-08-04 09:57:58,537 DEBUG   HandlerThread:20388 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19044-SP0', 'python': '3.11.4', 'heartbeatAt': '2024-08-04T08:57:58.406733', 'startedAt': '2024-08-04T08:57:57.529221', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\Dev\\AI Projects\\Skip-Gram-Implementation\\main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/goneyacine/Skip-Gram-Implementation.git', 'commit': '221b2aca08e221268723e47b50cde9ba5cdd1ece'}, 'email': 'goneyacine@gmail.com', 'root': 'D:/Dev/AI Projects/Skip-Gram-Implementation', 'host': 'LAPTOP-33QS219R', 'username': 'TMAX27', 'executable': 'D:\\Dev\\AI Projects\\Skip-Gram-Implementation\\.venv\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2100.0, 'min': 0.0, 'max': 2100.0}, 'cpu_freq_per_core': [{'current': 2100.0, 'min': 0.0, 'max': 2100.0}], 'disk': {'/': {'total': 142.85937118530273, 'used': 87.71407318115234}}, 'memory': {'total': 6.937145233154297}}
2024-08-04 09:57:58,537 INFO    HandlerThread:20388 [system_monitor.py:probe():224] Finished collecting system info
2024-08-04 09:57:58,537 INFO    HandlerThread:20388 [system_monitor.py:probe():227] Publishing system info
2024-08-04 09:57:58,537 INFO    HandlerThread:20388 [system_monitor.py:probe():229] Finished publishing system info
2024-08-04 09:57:58,549 DEBUG   SenderThread:20388 [sender.py:send():379] send: files
2024-08-04 09:57:58,549 INFO    SenderThread:20388 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-04 09:57:58,662 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: python_packages
2024-08-04 09:57:58,662 DEBUG   SenderThread:20388 [sender.py:send_request():406] send_request: python_packages
2024-08-04 09:57:58,662 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: stop_status
2024-08-04 09:57:58,662 DEBUG   SenderThread:20388 [sender.py:send_request():406] send_request: stop_status
2024-08-04 09:57:58,662 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-04 09:57:58,912 DEBUG   SenderThread:20388 [sender.py:send():379] send: telemetry
2024-08-04 09:57:59,199 DEBUG   SenderThread:20388 [sender.py:send():379] send: exit
2024-08-04 09:57:59,199 INFO    SenderThread:20388 [sender.py:send_exit():586] handling exit code: 1
2024-08-04 09:57:59,200 INFO    SenderThread:20388 [sender.py:send_exit():588] handling runtime: 0
2024-08-04 09:57:59,200 INFO    SenderThread:20388 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-08-04 09:57:59,201 INFO    SenderThread:20388 [sender.py:send_exit():594] send defer
2024-08-04 09:57:59,201 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: defer
2024-08-04 09:57:59,201 INFO    HandlerThread:20388 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-04 09:57:59,202 DEBUG   SenderThread:20388 [sender.py:send_request():406] send_request: defer
2024-08-04 09:57:59,202 INFO    SenderThread:20388 [sender.py:send_request_defer():610] handle sender defer: 0
2024-08-04 09:57:59,202 INFO    SenderThread:20388 [sender.py:transition_state():614] send defer: 1
2024-08-04 09:57:59,202 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: defer
2024-08-04 09:57:59,202 INFO    HandlerThread:20388 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-04 09:57:59,202 DEBUG   SenderThread:20388 [sender.py:send_request():406] send_request: defer
2024-08-04 09:57:59,202 INFO    SenderThread:20388 [sender.py:send_request_defer():610] handle sender defer: 1
2024-08-04 09:57:59,202 INFO    SenderThread:20388 [sender.py:transition_state():614] send defer: 2
2024-08-04 09:57:59,203 DEBUG   HandlerThread:20388 [handler.py:handle_request():158] handle_request: defer
2024-08-04 09:57:59,203 INFO    HandlerThread:20388 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-04 09:57:59,203 INFO    HandlerThread:20388 [system_monitor.py:finish():203] Stopping system monitor
2024-08-04 09:57:59,203 DEBUG   SystemMonitor:20388 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-04 09:57:59,203 DEBUG   SystemMonitor:20388 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-04 09:57:59,204 INFO    HandlerThread:20388 [interfaces.py:finish():200] Joined cpu monitor
2024-08-04 09:57:59,204 DEBUG   SystemMonitor:20388 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-04 09:57:59,204 INFO    HandlerThread:20388 [interfaces.py:finish():200] Joined disk monitor
2024-08-04 09:57:59,205 INFO    HandlerThread:20388 [interfaces.py:finish():200] Joined memory monitor
